579822	1888603	718717	756394	715931	21141	1	PGEResidentialSmallBizCustomers	NULL	NULL
643318	1293142	84203	1964124	524457	36883	0	NULL	NULL	NULL
696050	1935998	455604	604601	463682	40516	1	PGEResidentialSmallBizCustomers	NULL	NULL
552998	1973080	923622	427975	827623	50955	1	PGEResidentialSmallBizCustomers	NULL	NULL
559192	1732086	337778	298832	335724	70815	1	PGEResidentialSmallBizCustomers	NULL	NULL
169072	1018190	426564	481648	502956	116024	1	PGEResidentialSmallBizCustomers	334m6cejs0s88dd9uu5s	NULL
366296	1778007	826742	1193511	1363397	154481	0	NULL	NULL	NULL
621338	982858	226987	1683596	783245	159319	0	NULL	NULL	NULL
15623	1557826	720835	311521	756193	160732	1	PGEResidentialSmallBizCustomers	3qsh5o235ptsn3mgqor4	NULL
928623	1731349	450774	297262	139319	162888	1	PGEResidentialSmallBizCustomers	NULL	NULL
939362	1819830	838781	842660	674821	175035	1	PGEResidentialSmallBizCustomers	NULL	NULL
774210	1925760	159220	1007289	624798	187035	1	PGEResidentialSmallBizCustomers	NULL	NULL
633430	1855037	395351	224234	375006	216080	1	PGEResidentialSmallBizCustomers	NULL	NULL
540709	1967325	243741	550112	327898	225014	1	PGEResidentialSmallBizCustomers	NULL	NULL
740690	645119	745556	1736548	242803	226876	0	NULL	NULL	NULL
832923	1482114	814884	343944	171850	258022	1	PGEResidentialSmallBizCustomers	NULL	NULL
198268	1439802	198280	259475	507618	265093	1	PGEResidentialSmallBizCustomers	NULL	NULL
617152	131612	617151	474060	114706	287329	1	PGEResidentialSmallBizCustomers	NULL	NULL
545995	1994210	684766	1032910	101437	296737	1	PGEResidentialSmallBizCustomers	NULL	NULL
575504	1878522	571313	855015	605944	314811	1	PGEResidentialSmallBizCustomers	NULL	NULL
119695	1605037	117728	1003390	159389	323182	1	PGEResidentialSmallBizCustomers	NULL	NULL
659725	1922253	723968	768284	131689	332653	1	PGEResidentialSmallBizCustomers	NULL	NULL
466379	822962	324975	873371	552481	345285	1	PGEResidentialSmallBizCustomers	NULL	NULL
117407	1923000	797182	824863	881952	368474	1	PGEResidentialSmallBizCustomers	ua1nv0248d1vllnuuqk9	NULL
621338	982858	226987	77553	783245	371381	1	PGEResidentialSmallBizCustomers	NULL	NULL
430777	1930249	930464	960129	23601	412762	1	PGEResidentialSmallBizCustomers	NULL	NULL
908289	1986645	925409	220221	395138	426951	1	PGEResidentialSmallBizCustomers	NULL	NULL
294252	1952370	495649	509862	882841	443782	1	PGEResidentialSmallBizCustomers	NULL	NULL
272221	1712357	183866	664656	86253	451126	1	PGEResidentialSmallBizCustomers	NULL	NULL
806961	1866926	715383	148650	746739	454275	1	PGEResidentialSmallBizCustomers	NULL	NULL
877603	1944743	758966	66025	510146	458111	1	PGEResidentialSmallBizCustomers	NULL	NULL
936778	1850803	839369	713267	520635	468166	1	PGEResidentialSmallBizCustomers	NULL	NULL
837227	1890930	750876	509948	54030	493157	1	PGEResidentialSmallBizCustomers	NULL	NULL
586689	1894897	586622	774051	476763	497543	1	PGEResidentialSmallBizCustomers	NULL	NULL
231863	1401411	513210	626354	874672	513748	1	PGEResidentialSmallBizCustomers	NULL	NULL
482322	1360340	47302	444057	434575	557935	1	PGEResidentialSmallBizCustomers	NULL	NULL
763591	523567	41412	985623	797064	570928	1	PGEResidentialSmallBizCustomers	NULL	NULL
936280	1353461	708363	613532	582470	605618	1	PGEResidentialSmallBizCustomers	NULL	NULL
789916	1735370	852923	1838965	468545	617532	0	NULL	NULL	NULL
932648	1763231	244680	115022	76011	627075	1	PGEResidentialSmallBizCustomers	NULL	NULL
247289	286794	289890	635609	16785	640752	1	PGEResidentialSmallBizCustomers	NULL	NULL
117794	1589998	806731	736489	870020	652888	1	PGEResidentialSmallBizCustomers	NULL	NULL
575504	1878522	571313	262356	605944	655217	1	PGEResidentialSmallBizCustomers	NULL	NULL
556095	1955430	760160	928351	228237	657148	1	PGEResidentialSmallBizCustomers	NULL	NULL
685807	1849490	764474	887435	387172	671563	1	PGEResidentialSmallBizCustomers	NULL	NULL
760430	1829871	370597	270452	492219	671805	1	PGEResidentialSmallBizCustomers	NULL	NULL
737540	959537	311448	1010365	486662	673626	1	PGEResidentialSmallBizCustomers	NULL	NULL
737540	959537	311448	467108	486662	684566	1	PGEResidentialSmallBizCustomers	NULL	NULL
298661	1769149	295559	122931	716500	703535	1	PGEResidentialSmallBizCustomers	NULL	NULL
289949	1932416	137847	876672	434343	745532	1	PGEResidentialSmallBizCustomers	NULL	NULL
57184	1864774	409552	717815	761940	760173	1	PGEResidentialSmallBizCustomers	NULL	NULL
672199	1792993	515458	848887	103471	764701	1	PGEResidentialSmallBizCustomers	NULL	NULL
408307	138472	667849	446363	620973	790631	1	PGEResidentialSmallBizCustomers	NULL	NULL
740690	645119	745556	41789	242803	820989	1	PGEResidentialSmallBizCustomers	NULL	NULL
157243	781492	366508	595010	122425	886969	1	PGEResidentialSmallBizCustomers	NULL	NULL
118614	552147	614234	1698716	798883	945514	0	NULL	NULL	NULL
156717	2015791	220888	1489195	1524585	954616	0	NULL	NULL	NULL
267067	1911658	553212	1305806	1452661	974851	0	NULL	NULL	NULL
440053	1785029	412167	1780087	533489	977216	0	NULL	NULL	NULL
184340	1368971	483593	1419586	1519180	979810	0	NULL	NULL	NULL
432246	1512643	850625	1412789	1322591	997166	0	NULL	NULL	NULL
157243	781492	366508	1781500	122425	1013867	0	NULL	NULL	NULL
231863	1401411	513210	1774695	874672	1018930	0	NULL	NULL	NULL
715429	400365	97662	1817445	1533556	1026777	0	NULL	NULL	NULL
53461	1151740	554642	1445835	1253258	1034659	0	NULL	NULL	NULL
117794	1589998	806731	1849851	870020	1050835	0	NULL	NULL	NULL
254694	1397343	143538	1840605	527052	1052273	0	NULL	NULL	NULL
654160	1746268	440053	2089833	493541	1084647	0	NULL	NULL	NULL
