413962	1524563	284568	473938	115851	661	1	PGEResidentialSmallBizCustomers	NULL	NULL
786378	2001580	139476	374090	687803	1550	1	PGEResidentialSmallBizCustomers	NULL	NULL
939601	1942371	861495	1823219	1546723	5744	0	NULL	NULL	NULL
834774	1826391	862173	179259	416959	16474	1	PGEResidentialSmallBizCustomers	NULL	NULL
623395	1952847	922050	467414	604428	21628	1	PGEResidentialSmallBizCustomers	NULL	NULL
212590	1840710	376668	1120545	1352678	34465	0	NULL	NULL	NULL
922050	1004866	33578	508626	629679	45077	1	PGEResidentialSmallBizCustomers	NULL	NULL
778804	268284	397157	636359	790043	63960	1	PGEResidentialSmallBizCustomers	NULL	NULL
442263	1960017	442284	499607	246535	70352	1	PGEResidentialSmallBizCustomers	NULL	NULL
65088	2005672	225360	196304	53344	71056	1	PGEResidentialSmallBizCustomers	tpbei6ac20s8m05r56hr	2014-11-24 15:11:42.473
345332	813108	164244	818173	61871	77539	1	PGEResidentialSmallBizCustomers	NULL	NULL
658755	1314693	533143	319773	572811	120575	1	PGEResidentialSmallBizCustomers	NULL	NULL
134851	1783674	505786	842571	753227	137245	1	PGEResidentialSmallBizCustomers	NULL	NULL
565255	1156849	708221	1217312	1219800	143654	0	NULL	NULL	NULL
936004	1874566	910405	733988	623046	151567	1	PGEResidentialSmallBizCustomers	NULL	NULL
913524	1246456	913570	1718387	867039	152513	0	NULL	NULL	NULL
506537	1740240	692058	797011	337974	157609	1	PGEResidentialSmallBizCustomers	NULL	NULL
939887	1700898	433653	1007314	356276	157766	1	PGEResidentialSmallBizCustomers	NULL	NULL
585590	1656541	213591	988796	703929	174296	1	PGEResidentialSmallBizCustomers	NULL	NULL
449950	1966354	720703	614766	361554	179946	1	PGEResidentialSmallBizCustomers	NULL	NULL
933308	1955559	558582	73135	426432	205559	1	PGEResidentialSmallBizCustomers	NULL	NULL
242462	1944944	565825	680073	143832	213076	1	PGEResidentialSmallBizCustomers	NULL	NULL
82287	1016054	252661	13342	337093	221092	1	PGEResidentialSmallBizCustomers	NULL	NULL
29553	516065	621005	1038041	13339	246143	1	PGEResidentialSmallBizCustomers	NULL	NULL
73237	1085745	584777	985189	334072	246412	1	PGEResidentialSmallBizCustomers	NULL	NULL
762194	1814172	267929	189005	307116	249452	1	PGEResidentialSmallBizCustomers	NULL	NULL
397191	1347447	390978	1631092	1312087	254549	0	NULL	NULL	NULL
345332	813108	164244	631159	61871	272849	1	PGEResidentialSmallBizCustomers	NULL	NULL
188352	735261	485763	4621	565690	285017	1	PGEResidentialSmallBizCustomers	NULL	NULL
569109	1810095	714953	206254	760185	291550	1	PGEResidentialSmallBizCustomers	NULL	NULL
195580	2001929	580282	485192	714913	293809	1	PGEResidentialSmallBizCustomers	NULL	NULL
858317	279506	472313	489309	777903	323146	1	PGEResidentialSmallBizCustomers	NULL	NULL
335260	1965993	733744	57433	435892	331960	1	PGEResidentialSmallBizCustomers	NULL	NULL
256011	379248	256014	230910	498100	342682	1	PGEResidentialSmallBizCustomers	NULL	NULL
881698	1452967	596589	78867	814069	350397	1	PGEResidentialSmallBizCustomers	NULL	NULL
